,leftLip_x,leftLip_y,rightLip_x,rightLip_y,topleftinner_x,topleftinner_y,bottomleftinner_x,bottomleftinner_y,topmidinner_x,topmidinner_y,bottommidinner_x,bottommidinner_y,toprightinner_x,toprightinner_y,bottomrightinner_x,bottomrightinner_y
0,-6.592754985793623,-12.629384853434344,-16.60148840390087,-10.863180268711103,-13.373007953978052,-10.941185218604883,-11.997747079205729,-15.97560755120712,-16.271939491514868,-10.423642476813828,-15.660492533814338,-15.101534874631266,-16.730596015299795,-11.812705261812312,-16.648201729387377,-14.758097826522425
1,-6.592754985793623,-12.629384853434344,-16.60148840390087,-10.863180268711103,-13.373007953978052,-10.941185218604883,-11.997747079205729,-15.97560755120712,-16.271939491514868,-10.423642476813828,-15.660492533814338,-15.101534874631266,-16.730596015299795,-11.812705261812312,-16.648201729387377,-14.758097826522425
2,-6.609640915999572,-12.566650936894888,-16.6444523843381,-10.81631230261978,-13.417725585403726,-10.903711519579092,-12.00760439989609,-15.943971133133948,-16.259454964498193,-10.429056153782803,-15.630105216456174,-15.123880178604566,-16.72820290351797,-11.76147817231056,-16.64960052847194,-14.691494964342079
3,-6.609640915999572,-12.566650936894888,-16.6444523843381,-10.81631230261978,-13.417725585403726,-10.903711519579092,-12.00760439989609,-15.943971133133948,-16.259454964498193,-10.429056153782803,-15.630105216456174,-15.123880178604566,-16.72820290351797,-11.76147817231056,-16.64960052847194,-14.691494964342079
4,-6.720917533185329,-12.584351222849198,-16.600618362992677,-10.813106854283966,-13.46181411627715,-11.070496610097948,-11.95456557265889,-15.749998711641158,-16.298175393577438,-10.516866762117013,-15.693479454071461,-14.960823039629142,-16.748389855090856,-11.783206773169157,-16.66215790041763,-14.605294664015767
5,-6.720917533185329,-12.584351222849198,-16.600618362992677,-10.813106854283966,-13.46181411627715,-11.070496610097948,-11.95456557265889,-15.749998711641158,-16.298175393577438,-10.516866762117013,-15.693479454071461,-14.960823039629142,-16.748389855090856,-11.783206773169157,-16.66215790041763,-14.605294664015767
6,-6.8466480532302185,-12.468142566255686,-16.675251020314573,-10.819747381026433,-13.75727645180192,-11.030739612370215,-12.28455700967706,-15.334565957241733,-16.65627515245488,-10.663614267053461,-16.080554851132053,-14.536621183658745,-16.860171834916112,-11.64656658340098,-16.788412563923867,-14.257784074772008
7,-6.8466480532302185,-12.468142566255686,-16.675251020314573,-10.819747381026433,-13.75727645180192,-11.030739612370215,-12.28455700967706,-15.334565957241733,-16.65627515245488,-10.663614267053461,-16.080554851132053,-14.536621183658745,-16.860171834916112,-11.64656658340098,-16.788412563923867,-14.257784074772008
8,-6.557266070478991,-12.500993069886361,-16.63714079201511,-10.852373596397674,-13.70454394501308,-11.049119696460934,-11.872499793609943,-14.758453358249763,-16.778165022356237,-10.795711056686208,-16.080292734183722,-13.937155506673971,-16.92028406198037,-11.663299425571749,-16.84280408355969,-14.023251803951569
9,-6.557266070478991,-12.500993069886361,-16.63714079201511,-10.852373596397674,-13.70454394501308,-11.049119696460934,-11.872499793609943,-14.758453358249763,-16.778165022356237,-10.795711056686208,-16.080292734183722,-13.937155506673971,-16.92028406198037,-11.663299425571749,-16.84280408355969,-14.023251803951569
10,-6.6059925635802,-12.55138408075719,-16.566359867722017,-10.925250682757655,-13.654381571441258,-11.16256874841408,-11.80981281178191,-14.55545406019027,-16.77432282847037,-10.855685382733139,-16.05528876807452,-13.726999580671457,-16.844808600284342,-11.74680577942398,-16.841130361270153,-13.938864196462363
11,-6.6059925635802,-12.55138408075719,-16.566359867722017,-10.925250682757655,-13.654381571441258,-11.16256874841408,-11.80981281178191,-14.55545406019027,-16.77432282847037,-10.855685382733139,-16.05528876807452,-13.726999580671457,-16.844808600284342,-11.74680577942398,-16.841130361270153,-13.938864196462363
12,-6.686754555443391,-12.570555928668885,-16.630334777722783,-10.926792484661869,-13.722828159284306,-11.186478304498642,-11.858584846988864,-14.704868780922068,-16.704576770533166,-10.85325882681513,-15.969790532845623,-13.93299033107485,-16.851284611583722,-11.80023622033769,-16.81188413254848,-13.992936139427062
13,-6.686754555443391,-12.570555928668885,-16.630334777722783,-10.926792484661869,-13.722828159284306,-11.186478304498642,-11.858584846988864,-14.704868780922068,-16.704576770533166,-10.85325882681513,-15.969790532845623,-13.93299033107485,-16.851284611583722,-11.80023622033769,-16.81188413254848,-13.992936139427062
14,-6.711899413855777,-12.629328930884387,-16.632174350798216,-10.965200066646583,-13.770244654467046,-11.169367678031016,-11.999344793965962,-14.915100032597492,-16.62001206147066,-10.847016588505797,-15.98939455802559,-14.261085502960606,-16.81743455611547,-11.880825542965413,-16.784731647679497,-14.230746348504724
15,-6.711899413855777,-12.629328930884387,-16.632174350798216,-10.965200066646583,-13.770244654467046,-11.169367678031016,-11.999344793965962,-14.915100032597492,-16.62001206147066,-10.847016588505797,-15.98939455802559,-14.261085502960606,-16.81743455611547,-11.880825542965413,-16.784731647679497,-14.230746348504724
16,-6.677970608273225,-12.653578546331993,-16.642387433104417,-10.97293094569821,-13.896227077336835,-11.22732755328812,-12.077997139390712,-15.016900637583845,-16.65197307538033,-10.897502005856895,-16.029015691424345,-14.452459683103966,-16.78433178244619,-11.884601648609214,-16.766059780008383,-14.23432961934051
17,-6.677970608273225,-12.653578546331993,-16.642387433104417,-10.97293094569821,-13.896227077336835,-11.22732755328812,-12.077997139390712,-15.016900637583845,-16.65197307538033,-10.897502005856895,-16.029015691424345,-14.452459683103966,-16.78433178244619,-11.884601648609214,-16.766059780008383,-14.23432961934051
18,-6.59186438423,-12.650974153291234,-16.75421459305577,-10.975978620992151,-13.799878424786758,-11.282419975470706,-12.09100962758238,-15.163004842792976,-16.69317687367849,-10.891639108884112,-15.973850027608709,-14.552767434739957,-16.88369957570793,-11.799044815388687,-16.820906959400595,-14.314546103040948
19,-6.59186438423,-12.650974153291234,-16.75421459305577,-10.975978620992151,-13.799878424786758,-11.282419975470706,-12.09100962758238,-15.163004842792976,-16.69317687367849,-10.891639108884112,-15.973850027608709,-14.552767434739957,-16.88369957570793,-11.799044815388687,-16.820906959400595,-14.314546103040948
20,-6.58182238450143,-12.608813343986633,-16.75992417306473,-10.959210939492827,-13.948143544441354,-11.26185460515667,-12.174516001316801,-15.103136233006087,-16.74988828018085,-10.939555909290354,-16.037338734017887,-14.66651415877476,-16.91066765710019,-11.83282704455977,-16.83829967049302,-14.343784329615811
21,-6.58182238450143,-12.608813343986633,-16.75992417306473,-10.959210939492827,-13.948143544441354,-11.26185460515667,-12.174516001316801,-15.103136233006087,-16.74988828018085,-10.939555909290354,-16.037338734017887,-14.66651415877476,-16.91066765710019,-11.83282704455977,-16.83829967049302,-14.343784329615811
22,-6.688756229167506,-12.67265133144091,-16.698131979461408,-10.971004864899935,-13.85881350481405,-11.22929407565916,-12.138037629959477,-15.12866522750478,-16.678392930718374,-10.932300814254488,-15.981834640724658,-14.571509870365718,-16.804858760166358,-11.9417492064977,-16.7757508229837,-14.299175941801648
23,-6.688756229167506,-12.67265133144091,-16.698131979461408,-10.971004864899935,-13.85881350481405,-11.22929407565916,-12.138037629959477,-15.12866522750478,-16.678392930718374,-10.932300814254488,-15.981834640724658,-14.571509870365718,-16.804858760166358,-11.9417492064977,-16.7757508229837,-14.299175941801648
24,-6.704059006104414,-12.676885467366072,-16.764120064632472,-10.978010925224556,-13.892684188995437,-11.213150244280643,-12.159672082253692,-15.083143386403764,-16.71472543803296,-10.913306103119089,-16.018982252794537,-14.479467522585844,-16.881222427045596,-11.906675042392381,-16.836856323666904,-14.338800740402474
25,-6.704059006104414,-12.676885467366072,-16.764120064632472,-10.978010925224556,-13.892684188995437,-11.213150244280643,-12.159672082253692,-15.083143386403764,-16.71472543803296,-10.913306103119089,-16.018982252794537,-14.479467522585844,-16.881222427045596,-11.906675042392381,-16.836856323666904,-14.338800740402474
26,-6.706808660582313,-12.641325116743294,-16.75405520399791,-10.934376525436903,-13.727273280802063,-11.21284287714769,-12.089024022637581,-14.893393358960843,-16.691075294276597,-10.986396117482343,-16.036504273100096,-14.186185835221437,-16.875483354544507,-12.039338066546284,-16.881550436364336,-14.110894537493852
