,vallecula_x,vallecula_y,tongueRoot1_x,tongueRoot1_y,tongueRoot2_x,tongueRoot2_y,tongueBody1_x,tongueBody1_y,tongueBody2_x,tongueBody2_y,tongueDorsum1_x,tongueDorsum1_y,tongueDorsum2_x,tongueDorsum2_y,tongueBlade1_x,tongueBlade1_y,tongueBlade2_x,tongueBlade2_y,tongueTip1_x,tongueTip1_y,tongueTip2_x,tongueTip2_y,hyoid_x,hyoid_y,mandible_x,mandible_y,shortTendon_x,shortTendon_y
0,-14.633035653880372,-15.02878421196877,-4.7140660055817944,-15.002466242570954,-11.768049633622665,-15.026095052365134,-11.942781325890367,-14.300212070570286,-12.671344568290294,-12.786623573063839,-13.237173344180585,-12.335038168835604,-13.308076330745582,-13.737934411132208,-13.679938276570766,-14.399926978991983,-14.02634096027145,-14.45375564853535,-14.15695817116344,-13.92946255815647,-15.250730010559886,-13.371311596106247,-14.976607031509586,-15.21101808043503,-15.092013608533536,-15.194486160113122,-15.212381706778793,-15.2636466618051
1,-14.633035653880372,-15.02878421196877,-4.7140660055817944,-15.002466242570954,-11.768049633622665,-15.026095052365134,-11.942781325890367,-14.300212070570286,-12.671344568290294,-12.786623573063839,-13.237173344180585,-12.335038168835604,-13.308076330745582,-13.737934411132208,-13.679938276570766,-14.399926978991983,-14.02634096027145,-14.45375564853535,-14.15695817116344,-13.92946255815647,-15.250730010559886,-13.371311596106247,-14.976607031509586,-15.21101808043503,-15.092013608533536,-15.194486160113122,-15.212381706778793,-15.2636466618051
2,-14.633035653880372,-15.02878421196877,-4.7140660055817944,-15.002466242570954,-11.768049633622665,-15.026095052365134,-11.942781325890367,-14.300212070570286,-12.671344568290294,-12.786623573063839,-13.237173344180585,-12.335038168835604,-13.308076330745582,-13.737934411132208,-13.679938276570766,-14.399926978991983,-14.02634096027145,-14.45375564853535,-14.15695817116344,-13.92946255815647,-15.250730010559886,-13.371311596106247,-14.976607031509586,-15.21101808043503,-15.092013608533536,-15.194486160113122,-15.212381706778793,-15.2636466618051
3,-14.633035653880372,-15.02878421196877,-4.7140660055817944,-15.002466242570954,-11.768049633622665,-15.026095052365134,-11.942781325890367,-14.300212070570286,-12.671344568290294,-12.786623573063839,-13.237173344180585,-12.335038168835604,-13.308076330745582,-13.737934411132208,-13.679938276570766,-14.399926978991983,-14.02634096027145,-14.45375564853535,-14.15695817116344,-13.92946255815647,-15.250730010559886,-13.371311596106247,-14.976607031509586,-15.21101808043503,-15.092013608533536,-15.194486160113122,-15.212381706778793,-15.2636466618051
4,-14.633035653880372,-15.02878421196877,-4.7140660055817944,-15.002466242570954,-11.768049633622665,-15.026095052365134,-11.942781325890367,-14.300212070570286,-12.671344568290294,-12.786623573063839,-13.237173344180585,-12.335038168835604,-13.308076330745582,-13.737934411132208,-13.679938276570766,-14.399926978991983,-14.02634096027145,-14.45375564853535,-14.15695817116344,-13.92946255815647,-15.250730010559886,-13.371311596106247,-14.976607031509586,-15.21101808043503,-15.092013608533536,-15.194486160113122,-15.212381706778793,-15.2636466618051
5,-14.633035653880372,-15.02878421196877,-4.7140660055817944,-15.002466242570954,-11.768049633622665,-15.026095052365134,-11.942781325890367,-14.300212070570286,-12.671344568290294,-12.786623573063839,-13.237173344180585,-12.335038168835604,-13.308076330745582,-13.737934411132208,-13.679938276570766,-14.399926978991983,-14.02634096027145,-14.45375564853535,-14.15695817116344,-13.92946255815647,-15.250730010559886,-13.371311596106247,-14.976607031509586,-15.21101808043503,-15.092013608533536,-15.194486160113122,-15.212381706778793,-15.2636466618051
6,-14.633035653880372,-15.02878421196877,-4.7140660055817944,-15.002466242570954,-11.768049633622665,-15.026095052365134,-11.942781325890367,-14.300212070570286,-12.671344568290294,-12.786623573063839,-13.237173344180585,-12.335038168835604,-13.308076330745582,-13.737934411132208,-13.679938276570766,-14.399926978991983,-14.02634096027145,-14.45375564853535,-14.15695817116344,-13.92946255815647,-15.250730010559886,-13.371311596106247,-14.976607031509586,-15.21101808043503,-15.092013608533536,-15.194486160113122,-15.212381706778793,-15.2636466618051
7,-14.633035653880372,-15.02878421196877,-4.7140660055817944,-15.002466242570954,-11.768049633622665,-15.026095052365134,-11.942781325890367,-14.300212070570286,-12.671344568290294,-12.786623573063839,-13.237173344180585,-12.335038168835604,-13.308076330745582,-13.737934411132208,-13.679938276570766,-14.399926978991983,-14.02634096027145,-14.45375564853535,-14.15695817116344,-13.92946255815647,-15.250730010559886,-13.371311596106247,-14.976607031509586,-15.21101808043503,-15.092013608533536,-15.194486160113122,-15.212381706778793,-15.2636466618051
8,-14.633035653880372,-15.02878421196877,-4.7140660055817944,-15.002466242570954,-11.768049633622665,-15.026095052365134,-11.942781325890367,-14.300212070570286,-12.671344568290294,-12.786623573063839,-13.237173344180585,-12.335038168835604,-13.308076330745582,-13.737934411132208,-13.679938276570766,-14.399926978991983,-14.02634096027145,-14.45375564853535,-14.15695817116344,-13.92946255815647,-15.250730010559886,-13.371311596106247,-14.976607031509586,-15.21101808043503,-15.092013608533536,-15.194486160113122,-15.212381706778793,-15.2636466618051
9,-14.633035653880372,-15.02878421196877,-4.7140660055817944,-15.002466242570954,-11.768049633622665,-15.026095052365134,-11.942781325890367,-14.300212070570286,-12.671344568290294,-12.786623573063839,-13.237173344180585,-12.335038168835604,-13.308076330745582,-13.737934411132208,-13.679938276570766,-14.399926978991983,-14.02634096027145,-14.45375564853535,-14.15695817116344,-13.92946255815647,-15.250730010559886,-13.371311596106247,-14.976607031509586,-15.21101808043503,-15.092013608533536,-15.194486160113122,-15.212381706778793,-15.2636466618051
