,vallecula_x,vallecula_y,tongueRoot1_x,tongueRoot1_y,tongueRoot2_x,tongueRoot2_y,tongueBody1_x,tongueBody1_y,tongueBody2_x,tongueBody2_y,tongueDorsum1_x,tongueDorsum1_y,tongueDorsum2_x,tongueDorsum2_y,tongueBlade1_x,tongueBlade1_y,tongueBlade2_x,tongueBlade2_y,tongueTip1_x,tongueTip1_y,tongueTip2_x,tongueTip2_y,hyoid_x,hyoid_y,mandible_x,mandible_y,shortTendon_x,shortTendon_y
0,-8.3960110534299,-8.341617701574876,-3.925942720989255,-8.335141675007593,-7.9906961558458205,-8.332061487663182,-8.079424438722423,-8.160473349678622,-8.067113965358205,-7.7399421407806,-8.15747959161163,-7.623419799387915,-8.21285659004453,-7.96412612202931,-8.248978970934104,-8.203128843635666,-8.29812345443553,-8.191246950021121,-8.310437774400468,-8.114298546148051,-11.131009962760047,-7.9907605377789315,-8.278578868131365,-8.4160384494513,-8.392295368454539,-8.42921884364168,-8.412883785934168,-8.470334075915563
1,-8.3960110534299,-8.341617701574876,-3.925942720989255,-8.335141675007593,-7.9906961558458205,-8.332061487663182,-8.079424438722423,-8.160473349678622,-8.067113965358205,-7.7399421407806,-8.15747959161163,-7.623419799387915,-8.21285659004453,-7.96412612202931,-8.248978970934104,-8.203128843635666,-8.29812345443553,-8.191246950021121,-8.310437774400468,-8.114298546148051,-11.131009962760047,-7.9907605377789315,-8.278578868131365,-8.4160384494513,-8.392295368454539,-8.42921884364168,-8.412883785934168,-8.470334075915563
2,-8.3960110534299,-8.341617701574876,-3.925942720989255,-8.335141675007593,-7.9906961558458205,-8.332061487663182,-8.079424438722423,-8.160473349678622,-8.067113965358205,-7.7399421407806,-8.15747959161163,-7.623419799387915,-8.21285659004453,-7.96412612202931,-8.248978970934104,-8.203128843635666,-8.29812345443553,-8.191246950021121,-8.310437774400468,-8.114298546148051,-11.131009962760047,-7.9907605377789315,-8.278578868131365,-8.4160384494513,-8.392295368454539,-8.42921884364168,-8.412883785934168,-8.470334075915563
3,-8.3960110534299,-8.341617701574876,-3.925942720989255,-8.335141675007593,-7.9906961558458205,-8.332061487663182,-8.079424438722423,-8.160473349678622,-8.067113965358205,-7.7399421407806,-8.15747959161163,-7.623419799387915,-8.21285659004453,-7.96412612202931,-8.248978970934104,-8.203128843635666,-8.29812345443553,-8.191246950021121,-8.310437774400468,-8.114298546148051,-11.131009962760047,-7.9907605377789315,-8.278578868131365,-8.4160384494513,-8.392295368454539,-8.42921884364168,-8.412883785934168,-8.470334075915563
4,-8.3960110534299,-8.341617701574876,-3.925942720989255,-8.335141675007593,-7.9906961558458205,-8.332061487663182,-8.079424438722423,-8.160473349678622,-8.067113965358205,-7.7399421407806,-8.15747959161163,-7.623419799387915,-8.21285659004453,-7.96412612202931,-8.248978970934104,-8.203128843635666,-8.29812345443553,-8.191246950021121,-8.310437774400468,-8.114298546148051,-11.131009962760047,-7.9907605377789315,-8.278578868131365,-8.4160384494513,-8.392295368454539,-8.42921884364168,-8.412883785934168,-8.470334075915563
5,-8.3960110534299,-8.341617701574876,-3.925942720989255,-8.335141675007593,-7.9906961558458205,-8.332061487663182,-8.079424438722423,-8.160473349678622,-8.067113965358205,-7.7399421407806,-8.15747959161163,-7.623419799387915,-8.21285659004453,-7.96412612202931,-8.248978970934104,-8.203128843635666,-8.29812345443553,-8.191246950021121,-8.310437774400468,-8.114298546148051,-11.131009962760047,-7.9907605377789315,-8.278578868131365,-8.4160384494513,-8.392295368454539,-8.42921884364168,-8.412883785934168,-8.470334075915563
6,-8.3960110534299,-8.341617701574876,-3.925942720989255,-8.335141675007593,-7.9906961558458205,-8.332061487663182,-8.079424438722423,-8.160473349678622,-8.067113965358205,-7.7399421407806,-8.15747959161163,-7.623419799387915,-8.21285659004453,-7.96412612202931,-8.248978970934104,-8.203128843635666,-8.29812345443553,-8.191246950021121,-8.310437774400468,-8.114298546148051,-11.131009962760047,-7.9907605377789315,-8.278578868131365,-8.4160384494513,-8.392295368454539,-8.42921884364168,-8.412883785934168,-8.470334075915563
7,-8.3960110534299,-8.341617701574876,-3.925942720989255,-8.335141675007593,-7.9906961558458205,-8.332061487663182,-8.079424438722423,-8.160473349678622,-8.067113965358205,-7.7399421407806,-8.15747959161163,-7.623419799387915,-8.21285659004453,-7.96412612202931,-8.248978970934104,-8.203128843635666,-8.29812345443553,-8.191246950021121,-8.310437774400468,-8.114298546148051,-11.131009962760047,-7.9907605377789315,-8.278578868131365,-8.4160384494513,-8.392295368454539,-8.42921884364168,-8.412883785934168,-8.470334075915563
8,-8.3960110534299,-8.341617701574876,-3.925942720989255,-8.335141675007593,-7.9906961558458205,-8.332061487663182,-8.079424438722423,-8.160473349678622,-8.067113965358205,-7.7399421407806,-8.15747959161163,-7.623419799387915,-8.21285659004453,-7.96412612202931,-8.248978970934104,-8.203128843635666,-8.29812345443553,-8.191246950021121,-8.310437774400468,-8.114298546148051,-11.131009962760047,-7.9907605377789315,-8.278578868131365,-8.4160384494513,-8.392295368454539,-8.42921884364168,-8.412883785934168,-8.470334075915563
9,-8.3960110534299,-8.341617701574876,-3.925942720989255,-8.335141675007593,-7.9906961558458205,-8.332061487663182,-8.079424438722423,-8.160473349678622,-8.067113965358205,-7.7399421407806,-8.15747959161163,-7.623419799387915,-8.21285659004453,-7.96412612202931,-8.248978970934104,-8.203128843635666,-8.29812345443553,-8.191246950021121,-8.310437774400468,-8.114298546148051,-11.131009962760047,-7.9907605377789315,-8.278578868131365,-8.4160384494513,-8.392295368454539,-8.42921884364168,-8.412883785934168,-8.470334075915563
