,leftLip_x,leftLip_y,rightLip_x,rightLip_y,topleftinner_x,topleftinner_y,bottomleftinner_x,bottomleftinner_y,topmidinner_x,topmidinner_y,bottommidinner_x,bottommidinner_y,toprightinner_x,toprightinner_y,bottomrightinner_x,bottomrightinner_y
0,-4.707853243138021,-4.289025732512763,-5.151326355113074,-4.398701720053311,-8.760569685160789,-6.858713304667001,-8.245192214369078,-7.110520127379269,-9.63665810506486,-4.979924950838879,-10.173136176087194,-6.878449157652706,-9.746866871648088,-7.225863068445507,-9.775324705916196,-7.41936639846974
1,-4.707853243138021,-4.289025732512763,-5.151326355113074,-4.398701720053311,-8.760569685160789,-6.858713304667001,-8.245192214369078,-7.110520127379269,-9.63665810506486,-4.979924950838879,-10.173136176087194,-6.878449157652706,-9.746866871648088,-7.225863068445507,-9.775324705916196,-7.41936639846974
2,-4.710637940199467,-4.281486140065809,-5.1629752114571765,-4.395317098517005,-8.765406879677359,-6.850463747492504,-8.258972436115675,-7.117891756542094,-9.65445627963042,-4.965316426069193,-10.205194042653808,-6.87505710310739,-9.78345979587167,-7.17884097595562,-9.795749055217518,-7.444496795391094
3,-4.710637940199467,-4.281486140065809,-5.1629752114571765,-4.395317098517005,-8.765406879677359,-6.850463747492504,-8.258972436115675,-7.117891756542094,-9.65445627963042,-4.965316426069193,-10.205194042653808,-6.87505710310739,-9.78345979587167,-7.17884097595562,-9.795749055217518,-7.444496795391094
4,-4.681410231178932,-4.2816520967815554,-5.1615220300517635,-4.384898362734714,-8.725082071184405,-6.833117631253445,-8.210240797726492,-7.1167578012740345,-9.610590268413253,-4.926438974913674,-10.169697590073131,-6.859012349031582,-9.771923347607448,-7.136373691433665,-9.779026004776114,-7.4384445542062965
5,-4.681410231178932,-4.2816520967815554,-5.1615220300517635,-4.384898362734714,-8.725082071184405,-6.833117631253445,-8.210240797726492,-7.1167578012740345,-9.610590268413253,-4.926438974913674,-10.169697590073131,-6.859012349031582,-9.771923347607448,-7.136373691433665,-9.779026004776114,-7.4384445542062965
6,-4.654384980132944,-4.308121984977294,-5.146037490718101,-4.3940688226680376,-8.733773927542336,-6.867991459864637,-8.2400801303172,-7.13237069105999,-9.624472260069478,-4.959099080019262,-10.17051827320105,-6.889610373001502,-9.740146467256656,-7.213302799358446,-9.769278508650102,-7.44510794252141
7,-4.654384980132944,-4.308121984977294,-5.146037490718101,-4.3940688226680376,-8.733773927542336,-6.867991459864637,-8.2400801303172,-7.13237069105999,-9.624472260069478,-4.959099080019262,-10.17051827320105,-6.889610373001502,-9.740146467256656,-7.213302799358446,-9.769278508650102,-7.44510794252141
8,-4.688985924155429,-4.302716121732794,-5.150971148289202,-4.400994922073817,-8.727053605294204,-6.863287382911914,-8.237416173368574,-7.115253424706947,-9.63052080349053,-4.9255214421434825,-10.169882870460576,-6.879558789435124,-9.740746045690747,-7.20156624331258,-9.770554262417754,-7.452586418033453
9,-4.688985924155429,-4.302716121732794,-5.150971148289202,-4.400994922073817,-8.727053605294204,-6.863287382911914,-8.237416173368574,-7.115253424706947,-9.63052080349053,-4.9255214421434825,-10.169882870460576,-6.879558789435124,-9.740746045690747,-7.20156624331258,-9.770554262417754,-7.452586418033453
10,-4.808157442120809,-4.275604035118226,-5.147182275501238,-4.383274852723473,-8.750405826667654,-6.8389240168368275,-8.24238163016042,-7.117910154950986,-9.643193735912446,-4.919668709216515,-10.17786300573632,-6.877473956456982,-9.759396662939773,-7.157708265638012,-9.764973511739978,-7.4634612023776254
11,-4.808157442120809,-4.275604035118226,-5.147182275501238,-4.383274852723473,-8.750405826667654,-6.8389240168368275,-8.24238163016042,-7.117910154950986,-9.643193735912446,-4.919668709216515,-10.17786300573632,-6.877473956456982,-9.759396662939773,-7.157708265638012,-9.764973511739978,-7.4634612023776254
12,-4.72607767312883,-4.2906291489017425,-5.140100167353966,-4.389192187447695,-8.77354242272833,-6.830646315612185,-8.265282204515856,-7.114760347348634,-9.630620385808843,-4.903191426807739,-10.160253739736566,-6.859813138129912,-9.722340851738576,-7.177996263651037,-9.745742733392861,-7.441494905301658
13,-4.72607767312883,-4.2906291489017425,-5.140100167353966,-4.389192187447695,-8.77354242272833,-6.830646315612185,-8.265282204515856,-7.114760347348634,-9.630620385808843,-4.903191426807739,-10.160253739736566,-6.859813138129912,-9.722340851738576,-7.177996263651037,-9.745742733392861,-7.441494905301658
14,-4.711471443178033,-4.290810911018988,-5.149858029230674,-4.409497568516836,-8.761220154854325,-6.855570552400866,-8.268957478454238,-7.11282974097554,-9.635585430309982,-4.916922572404318,-10.174792800727884,-6.86696635189177,-9.747102198416908,-7.163708635801598,-9.759611659210174,-7.4559706116141
15,-4.711471443178033,-4.290810911018988,-5.149858029230674,-4.409497568516836,-8.761220154854325,-6.855570552400866,-8.268957478454238,-7.11282974097554,-9.635585430309982,-4.916922572404318,-10.174792800727884,-6.86696635189177,-9.747102198416908,-7.163708635801598,-9.759611659210174,-7.4559706116141
16,-4.684972633306449,-4.293199190371909,-5.148760054649133,-4.38719062549574,-8.753104018081503,-6.860566121301514,-8.24087493228747,-7.119918034641425,-9.644763239842389,-4.90188574259905,-10.17929947368134,-6.865764588802091,-9.768171322458366,-7.121107904347804,-9.76614480884755,-7.458790099861776
17,-4.684972633306449,-4.293199190371909,-5.148760054649133,-4.38719062549574,-8.753104018081503,-6.860566121301514,-8.24087493228747,-7.119918034641425,-9.644763239842389,-4.90188574259905,-10.17929947368134,-6.865764588802091,-9.768171322458366,-7.121107904347804,-9.76614480884755,-7.458790099861776
